Goal,Exam,Subject,Unit,Chapter Name,"All book questions live

(Vipin)","All acquired questions live

(Ajay & Tanishq)",No NQE Deficiency,No PAJ Deficiency,"No ATG Deficiency

(Vipin)","Chapter Appearing in right sequence

(Ajay & Tanishq)","Topic Appearing in right sequence

(Ajay & Tanishq)","Video Appearing in right sequence

(Ajay & Tanishq)",NQE verification for each chapter,"KG Widget showing all data

(Gopi)","Chapter Tests Visible

(Gopi)","Chapter Tests Tiles Verified

(Gopi)",Topic Tile approved,Chapter Tile approved,Searchable,Growth Hack Dashboard Visible,C Support Actions Identified,C Support Actions Enabled,Questions Live
Banking,IBPS Clerk Prelims,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS Clerk Prelims,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Articles and Determiners,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Cloze Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Modals and Auxiliaries,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Non-finite Verbs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Parts of Speech,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Sentence Correction,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Sentence Improvement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Spotting Errors,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Non Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Non Grammar,Reading Comprehension,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Non Grammar,Sentence Completion,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,English Language,Non Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Banking Affairs,Banking and Financial Awareness,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Computer Awareness,Computer and Internet Basics,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Ecology and Environment,Environmental Affairs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Economy,Indian Economy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Economy,International Economy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Geography,Indian Geography,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Geography,World Geography,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,GK Panorama,"Organisations, Personalities and Events",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,National and International Affairs,International and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,National and International Affairs,National and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,General Awareness,Social Issues,Economic and Social Issues,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Mains,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Articles and Determiners,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Cloze Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Modals and Auxiliaries,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Non-finite Verbs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Parts of Speech,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Sentence Correction,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Sentence Improvement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Spotting Errors,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Non Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Non Grammar,Reading Comprehension,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Non Grammar,Sentence Completion,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,English Language,Non Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS PO Prelims,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Articles and Determiners,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Cloze Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Modals and Auxiliaries,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Non-finite Verbs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Parts of Speech,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Sentence Correction,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Sentence Improvement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Spotting Errors,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Non Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Non Grammar,Reading Comprehension,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Non Grammar,Sentence Completion,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,English Language,Non Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,Banking Affairs,Banking and Financial Awareness,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,Computer Awareness,Computer and Internet Basics,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,Economy,Indian Economy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,Economy,International Economy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,GK Panorama,"Organisations, Personalities and Events",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,National and International Affairs,International and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,General Awareness,National and International Affairs,National and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,अपठित गद्यांश एवं काव्यांश,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,अलंकार,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,कारक,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,काल,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,छंद,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,मुहावरे,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,रस,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,लिंग,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,लोकोक्तियाँ,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,वर्ण विचार,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,वाक्य विचार,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,शब्द के भेद,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,शब्द निर्माण,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Mains,हिंदी,हिंदी व्याकरण,शब्द विचार,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Office Assistant Prelims,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Banking,IBPS RRB Officer Scale-I Mains,Computer Knowledge,Computer Awareness,Computer and Internet Basics,,,,,,,,,,,,,,,,,,,Not found
